epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,215.408,1.83197,0.8341,1.00927,0.90074,0.91381,0.9082,0.42361,1.81372,0.8062,1.01588,0.0012278,0.0012278,0.0012278
41,220.793,1.83263,0.83437,1.00753,0.89678,0.91282,0.9178,0.42393,1.81535,0.81883,1.01382,0.001208,0.001208,0.001208
42,226.17,1.82538,0.82846,1.02702,0.89664,0.91702,0.91855,0.44133,1.79397,0.80546,1.00829,0.0011882,0.0011882,0.0011882
43,231.5,1.84414,0.83418,1.01474,0.88739,0.90745,0.90883,0.43338,1.80271,0.81946,1.0097,0.0011684,0.0011684,0.0011684
44,236.84,1.83837,0.82191,1.00773,0.90677,0.90685,0.92349,0.44346,1.78505,0.81155,1.00528,0.0011486,0.0011486,0.0011486
45,242.175,1.81037,0.82121,1.00425,0.92341,0.9106,0.93199,0.45887,1.76685,0.77069,1.00122,0.0011288,0.0011288,0.0011288
46,247.571,1.78061,0.79385,0.9962,0.909,0.91235,0.92579,0.45854,1.76885,0.76528,1.00046,0.001109,0.001109,0.001109
47,252.922,1.78742,0.79455,1.00422,0.90228,0.92113,0.92453,0.45537,1.7712,0.77125,1.0027,0.0010892,0.0010892,0.0010892
48,258.311,1.79833,0.8076,1.00029,0.89936,0.91189,0.9242,0.4614,1.74428,0.79353,0.99735,0.0010694,0.0010694,0.0010694
49,263.646,1.76212,0.79528,1.00247,0.90255,0.91515,0.92211,0.44087,1.82207,0.79047,1.01066,0.0010496,0.0010496,0.0010496
50,269.091,1.77909,0.79437,1.00852,0.90396,0.9259,0.92242,0.45341,1.75311,0.76027,1.00227,0.0010298,0.0010298,0.0010298
51,274.405,1.77562,0.79733,1.00169,0.90672,0.91235,0.92046,0.45561,1.75784,0.76662,1.0007,0.00101,0.00101,0.00101
52,279.787,1.74306,0.76415,0.9981,0.92034,0.92107,0.93491,0.45777,1.76412,0.7524,0.99615,0.0009902,0.0009902,0.0009902
53,285.147,1.7356,0.76737,0.99159,0.90347,0.91469,0.92463,0.4627,1.75141,0.76437,0.99887,0.0009704,0.0009704,0.0009704
54,290.525,1.74481,0.77043,0.99328,0.9182,0.91576,0.93462,0.48213,1.69383,0.75683,0.98646,0.0009506,0.0009506,0.0009506
55,295.85,1.70738,0.75842,0.98687,0.92146,0.92987,0.93844,0.47649,1.71948,0.74029,0.99047,0.0009308,0.0009308,0.0009308
56,301.204,1.73023,0.76895,0.98818,0.90965,0.93147,0.93989,0.47292,1.73483,0.74889,0.99674,0.000911,0.000911,0.000911
57,306.531,1.77182,0.77954,0.99743,0.90686,0.92308,0.93009,0.45872,1.76797,0.75603,0.99977,0.0008912,0.0008912,0.0008912
58,311.869,1.75351,0.76422,1.00718,0.9053,0.91655,0.92533,0.4586,1.75363,0.75642,1.0016,0.0008714,0.0008714,0.0008714
59,317.21,1.6958,0.75641,0.98417,0.90723,0.91635,0.92544,0.47922,1.70473,0.73355,0.99057,0.0008516,0.0008516,0.0008516
60,322.566,1.73984,0.76118,0.99063,0.9169,0.92028,0.93514,0.48759,1.6923,0.72578,0.9856,0.0008318,0.0008318,0.0008318
61,327.675,1.70351,0.7542,0.98692,0.91168,0.92401,0.93823,0.49222,1.67576,0.72201,0.98072,0.000812,0.000812,0.000812
62,332.83,1.70966,0.74996,0.98519,0.91738,0.9324,0.94022,0.50121,1.63505,0.71347,0.97278,0.0007922,0.0007922,0.0007922
63,337.947,1.66858,0.73321,0.98152,0.90784,0.91002,0.92384,0.48847,1.68356,0.71693,0.98557,0.0007724,0.0007724,0.0007724
64,343.077,1.66334,0.74113,0.97234,0.90967,0.93473,0.9395,0.48945,1.67514,0.71227,0.9803,0.0007526,0.0007526,0.0007526
65,348.156,1.67827,0.73922,0.97991,0.912,0.93473,0.94506,0.49947,1.66672,0.70292,0.97829,0.0007328,0.0007328,0.0007328
66,353.294,1.69824,0.74482,0.97405,0.90351,0.92544,0.92996,0.49064,1.65544,0.72145,0.9774,0.000713,0.000713,0.000713
67,358.381,1.64154,0.71925,0.97027,0.91366,0.93427,0.9426,0.50213,1.63579,0.69918,0.97499,0.0006932,0.0006932,0.0006932
68,363.512,1.66721,0.72209,0.97629,0.91339,0.92121,0.93717,0.49147,1.67271,0.71313,0.98024,0.0006734,0.0006734,0.0006734
69,368.622,1.65859,0.73015,0.97412,0.90846,0.92536,0.94192,0.50152,1.63203,0.71441,0.9726,0.0006536,0.0006536,0.0006536
70,373.769,1.66242,0.71891,0.97147,0.92165,0.93227,0.9449,0.50833,1.61407,0.70483,0.96862,0.0006338,0.0006338,0.0006338
71,378.903,1.64341,0.72741,0.97834,0.91582,0.91981,0.93594,0.50852,1.60745,0.71249,0.96844,0.000614,0.000614,0.000614
72,384.051,1.62757,0.72474,0.96466,0.91557,0.93193,0.94701,0.51304,1.5947,0.68258,0.9636,0.0005942,0.0005942,0.0005942
73,389.188,1.6439,0.71605,0.9702,0.91548,0.94079,0.95086,0.51318,1.60364,0.68043,0.96266,0.0005744,0.0005744,0.0005744
74,394.331,1.62196,0.70902,0.96766,0.92242,0.93125,0.94789,0.52096,1.57107,0.68165,0.96077,0.0005546,0.0005546,0.0005546
75,399.448,1.5919,0.7025,0.95449,0.91968,0.93473,0.94822,0.52074,1.56744,0.67427,0.95898,0.0005348,0.0005348,0.0005348
76,404.581,1.5761,0.69357,0.95919,0.92204,0.92774,0.9484,0.52579,1.55276,0.67739,0.95455,0.000515,0.000515,0.000515
77,409.705,1.6354,0.71287,0.96784,0.92315,0.93523,0.94941,0.52996,1.55465,0.67244,0.95534,0.0004952,0.0004952,0.0004952
78,414.852,1.59866,0.69379,0.96857,0.92007,0.93473,0.94847,0.53223,1.55506,0.67244,0.9559,0.0004754,0.0004754,0.0004754
79,420.052,1.57372,0.69529,0.96468,0.92447,0.93576,0.94946,0.52737,1.57024,0.67572,0.95834,0.0004556,0.0004556,0.0004556
80,425.206,1.58032,0.69683,0.96262,0.9283,0.92952,0.95295,0.53049,1.53562,0.66496,0.95227,0.0004358,0.0004358,0.0004358
81,430.345,1.56283,0.68394,0.95249,0.91677,0.93986,0.95299,0.53491,1.54752,0.65962,0.95285,0.000416,0.000416,0.000416
82,435.513,1.58917,0.69105,0.96115,0.91353,0.94639,0.94965,0.53143,1.53803,0.66273,0.95263,0.0003962,0.0003962,0.0003962
83,440.605,1.59223,0.70426,0.95939,0.91833,0.9488,0.95333,0.53871,1.5344,0.66095,0.95163,0.0003764,0.0003764,0.0003764
84,445.728,1.53673,0.68611,0.9571,0.92303,0.93986,0.95007,0.53903,1.51977,0.65816,0.9494,0.0003566,0.0003566,0.0003566
85,450.888,1.53496,0.6749,0.94519,0.91824,0.94251,0.9518,0.53854,1.52751,0.65716,0.94941,0.0003368,0.0003368,0.0003368
86,456.013,1.53734,0.67731,0.95219,0.92265,0.94872,0.95181,0.5409,1.50557,0.64947,0.9449,0.000317,0.000317,0.000317
87,461.115,1.54118,0.67711,0.95142,0.92833,0.94813,0.95746,0.55139,1.49583,0.64581,0.94348,0.0002972,0.0002972,0.0002972
88,466.248,1.52448,0.6765,0.94835,0.92466,0.94982,0.95526,0.55069,1.50104,0.64761,0.94399,0.0002774,0.0002774,0.0002774
89,471.346,1.52116,0.6663,0.94048,0.92638,0.94779,0.95269,0.53995,1.52275,0.64739,0.94827,0.0002576,0.0002576,0.0002576
90,476.481,1.528,0.67338,0.94689,0.91494,0.94779,0.95494,0.54995,1.49262,0.64893,0.94316,0.0002378,0.0002378,0.0002378
91,504.87,1.4874,0.66561,0.9594,0.91918,0.94381,0.94871,0.54668,1.4817,0.64793,0.94188,0.000218,0.000218,0.000218
92,509.664,1.46374,0.64717,0.95785,0.92496,0.93939,0.95164,0.54808,1.49471,0.64499,0.94517,0.0001982,0.0001982,0.0001982
93,514.446,1.43318,0.63364,0.95232,0.92573,0.94126,0.95508,0.55155,1.48435,0.64137,0.94115,0.0001784,0.0001784,0.0001784
94,519.279,1.44887,0.63403,0.96244,0.9294,0.93901,0.9574,0.55443,1.48035,0.6369,0.93964,0.0001586,0.0001586,0.0001586
95,524.089,1.43612,0.63606,0.9486,0.93232,0.93613,0.9571,0.55605,1.47487,0.63827,0.93917,0.0001388,0.0001388,0.0001388
96,528.867,1.41814,0.62612,0.9485,0.92737,0.94643,0.958,0.55517,1.48471,0.63738,0.94197,0.000119,0.000119,0.000119
97,533.653,1.41405,0.62687,0.9406,0.92889,0.95012,0.96053,0.55867,1.464,0.62814,0.93822,9.92e-05,9.92e-05,9.92e-05
98,538.437,1.4068,0.62336,0.94523,0.92672,0.94359,0.95641,0.56465,1.45319,0.63076,0.93565,7.94e-05,7.94e-05,7.94e-05
99,543.237,1.38753,0.62144,0.93877,0.93091,0.94639,0.96105,0.56755,1.45076,0.62925,0.9343,5.96e-05,5.96e-05,5.96e-05
100,548.031,1.37827,0.6152,0.94658,0.93239,0.94452,0.96142,0.5656,1.44505,0.62595,0.93387,3.98e-05,3.98e-05,3.98e-05
