epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,73.6439,1.94373,0.98366,1.05343,0.88382,0.89464,0.89136,0.38583,1.87722,0.91358,1.05379,0.0017426,0.0017426,0.0017426
15,78.7373,1.91127,0.96009,1.04682,0.89011,0.90862,0.9041,0.39215,1.88138,0.8903,1.05638,0.0017228,0.0017228,0.0017228
16,83.8635,1.92802,0.93529,1.0458,0.88295,0.91655,0.8983,0.40354,1.86967,0.89516,1.05032,0.001703,0.001703,0.001703
17,88.9645,1.90838,0.93551,1.0485,0.85957,0.88625,0.87197,0.36033,1.93384,0.91863,1.07065,0.0016832,0.0016832,0.0016832
18,94.0592,1.88256,0.92623,1.04033,0.88704,0.88956,0.9008,0.37489,1.89574,0.90556,1.05589,0.0016634,0.0016634,0.0016634
19,99.1374,1.88295,0.91579,1.0411,0.87075,0.89744,0.88836,0.37941,1.88213,0.89341,1.05506,0.0016436,0.0016436,0.0016436
20,104.292,1.89532,0.91531,1.04403,0.89921,0.9035,0.91244,0.40055,1.87682,0.88299,1.0539,0.0016238,0.0016238,0.0016238
21,109.393,1.90796,0.93138,1.04909,0.88508,0.90536,0.90544,0.40875,1.86975,0.8772,1.05048,0.001604,0.001604,0.001604
22,114.505,1.87723,0.91428,1.03484,0.89882,0.92121,0.91596,0.41163,1.83993,0.8498,1.04652,0.0015842,0.0015842,0.0015842
23,119.605,1.85723,0.88553,1.03499,0.90097,0.91618,0.91901,0.42389,1.85908,0.84446,1.04763,0.0015644,0.0015644,0.0015644
24,124.75,1.89961,0.91634,1.03432,0.86227,0.89231,0.85788,0.35303,1.90725,0.93107,1.05988,0.0015446,0.0015446,0.0015446
25,129.829,1.87115,0.89075,1.03547,0.90101,0.91655,0.92799,0.42548,1.842,0.83928,1.04319,0.0015248,0.0015248,0.0015248
26,134.971,1.87504,0.88271,1.0328,0.86079,0.88205,0.84863,0.34608,1.95818,0.90949,1.07042,0.001505,0.001505,0.001505
27,140.052,1.85222,0.88292,1.02881,0.89886,0.92914,0.92443,0.40165,1.85845,0.86019,1.04796,0.0014852,0.0014852,0.0014852
28,145.167,1.86049,0.87722,1.02579,0.87062,0.89096,0.87514,0.37314,1.89222,0.89504,1.05272,0.0014654,0.0014654,0.0014654
29,150.267,1.84533,0.875,1.02396,0.8675,0.9096,0.90521,0.40317,1.86498,0.85761,1.05064,0.0014456,0.0014456,0.0014456
30,155.371,1.84295,0.86617,1.02573,0.89835,0.91655,0.9203,0.41968,1.84652,0.83809,1.03762,0.0014258,0.0014258,0.0014258
31,160.504,1.84448,0.84988,1.02034,0.89113,0.91967,0.90482,0.4088,1.86356,0.83202,1.05054,0.001406,0.001406,0.001406
32,165.628,1.84906,0.8636,1.02939,0.90404,0.91794,0.92504,0.40839,1.88053,0.85016,1.05216,0.0013862,0.0013862,0.0013862
33,170.717,1.85269,0.8657,1.03685,0.8923,0.92261,0.92265,0.42772,1.78819,0.83289,1.02536,0.0013664,0.0013664,0.0013664
34,175.855,1.84314,0.84772,1.0237,0.89746,0.92541,0.92474,0.44347,1.79508,0.79999,1.02907,0.0013466,0.0013466,0.0013466
35,180.946,1.82512,0.82465,1.02511,0.9028,0.918,0.92249,0.43422,1.78098,0.80842,1.02601,0.0013268,0.0013268,0.0013268
36,186.048,1.81931,0.83477,1.0282,0.89725,0.91595,0.91453,0.43753,1.79815,0.79727,1.03076,0.001307,0.001307,0.001307
37,191.15,1.79921,0.8251,1.02506,0.89785,0.91381,0.91664,0.43449,1.80797,0.80491,1.02939,0.0012872,0.0012872,0.0012872
38,196.255,1.82308,0.84228,1.02674,0.88443,0.91686,0.91044,0.40119,1.8799,0.84344,1.0511,0.0012674,0.0012674,0.0012674
39,201.342,1.83041,0.83717,1.02278,0.9013,0.92541,0.92493,0.43187,1.79554,0.828,1.02763,0.0012476,0.0012476,0.0012476
40,206.453,1.79318,0.82768,1.01287,0.90125,0.93178,0.92735,0.45599,1.75755,0.7758,1.01508,0.0012278,0.0012278,0.0012278
41,211.607,1.79371,0.82022,1.01,0.89892,0.9246,0.9299,0.44882,1.77382,0.80202,1.01951,0.001208,0.001208,0.001208
42,216.81,1.78399,0.81865,1.02823,0.90378,0.92681,0.92763,0.4557,1.75553,0.77177,1.01762,0.0011882,0.0011882,0.0011882
43,221.902,1.79951,0.82278,1.01874,0.90372,0.92775,0.93281,0.45318,1.7601,0.78839,1.01704,0.0011684,0.0011684,0.0011684
44,227.039,1.80473,0.8114,1.01345,0.89068,0.90723,0.91591,0.44341,1.79356,0.81043,1.02916,0.0011486,0.0011486,0.0011486
45,232.164,1.77921,0.8089,1.01228,0.90287,0.94126,0.94063,0.4592,1.75676,0.76851,1.01513,0.0011288,0.0011288,0.0011288
46,237.313,1.76524,0.78587,1.00388,0.91181,0.91748,0.93035,0.45822,1.74557,0.77618,1.01341,0.001109,0.001109,0.001109
47,242.425,1.75025,0.78854,1.00638,0.90245,0.92727,0.93448,0.47342,1.72561,0.75263,1.00815,0.0010892,0.0010892,0.0010892
48,247.631,1.76902,0.79546,1.00645,0.90154,0.92203,0.93072,0.47071,1.72673,0.77092,1.0111,0.0010694,0.0010694,0.0010694
49,252.793,1.7174,0.78167,1.00317,0.91381,0.94266,0.94473,0.4716,1.72696,0.74408,1.00994,0.0010496,0.0010496,0.0010496
50,257.955,1.75542,0.78205,1.01521,0.89695,0.92112,0.91648,0.44551,1.75838,0.76528,1.02753,0.0010298,0.0010298,0.0010298
51,263.079,1.75496,0.79943,1.00543,0.90457,0.92801,0.93344,0.46063,1.71011,0.76831,1.00273,0.00101,0.00101,0.00101
52,268.265,1.71336,0.7604,1.00357,0.90983,0.93566,0.93938,0.47992,1.70057,0.74143,1.00494,0.0009902,0.0009902,0.0009902
53,273.469,1.70109,0.75511,0.996,0.91197,0.94178,0.94184,0.48542,1.66791,0.72179,0.99895,0.0009704,0.0009704,0.0009704
54,278.616,1.7191,0.76194,0.99879,0.91297,0.92434,0.94008,0.47816,1.68819,0.74544,1.00243,0.0009506,0.0009506,0.0009506
55,283.723,1.68551,0.75405,0.99161,0.9094,0.931,0.93378,0.47085,1.71096,0.73928,1.00541,0.0009308,0.0009308,0.0009308
56,288.85,1.70585,0.758,0.99341,0.90724,0.9347,0.93628,0.47026,1.70665,0.731,1.00571,0.000911,0.000911,0.000911
57,293.952,1.71106,0.75723,0.99644,0.90336,0.93054,0.9417,0.48651,1.68118,0.71792,0.99888,0.0008912,0.0008912,0.0008912
58,299.065,1.69672,0.7472,1.00374,0.90732,0.92914,0.94171,0.48367,1.71399,0.73216,1.00016,0.0008714,0.0008714,0.0008714
59,304.166,1.66616,0.74595,0.98797,0.91637,0.92914,0.94246,0.49275,1.65768,0.71747,0.99468,0.0008516,0.0008516,0.0008516
60,309.287,1.69875,0.75513,0.99325,0.90935,0.93333,0.93875,0.49465,1.64848,0.71733,0.99427,0.0008318,0.0008318,0.0008318
61,314.364,1.64384,0.73376,0.98593,0.90416,0.93427,0.93573,0.47615,1.68874,0.71936,1.0034,0.000812,0.000812,0.000812
62,319.465,1.66077,0.73008,0.98716,0.90298,0.92853,0.93484,0.49483,1.64325,0.70997,0.99282,0.0007922,0.0007922,0.0007922
63,324.566,1.63069,0.72015,0.98526,0.91004,0.92448,0.93791,0.50208,1.64612,0.70932,0.99121,0.0007724,0.0007724,0.0007724
64,329.659,1.63711,0.72541,0.97727,0.91209,0.93893,0.9457,0.51349,1.60001,0.6923,0.98183,0.0007526,0.0007526,0.0007526
65,334.764,1.64037,0.72943,0.98097,0.90067,0.92153,0.93182,0.47759,1.71795,0.70923,1.006,0.0007328,0.0007328,0.0007328
66,339.912,1.65551,0.72906,0.97554,0.91528,0.94266,0.94793,0.50539,1.61407,0.69331,0.98481,0.000713,0.000713,0.000713
67,345.018,1.61324,0.70873,0.97385,0.91641,0.94033,0.94424,0.5076,1.60945,0.69298,0.98544,0.0006932,0.0006932,0.0006932
68,350.119,1.62582,0.70812,0.97688,0.92036,0.93207,0.94424,0.51243,1.61155,0.69747,0.98303,0.0006734,0.0006734,0.0006734
69,355.206,1.60608,0.70592,0.97444,0.92152,0.93602,0.94563,0.51723,1.5753,0.67576,0.977,0.0006536,0.0006536,0.0006536
70,360.347,1.62039,0.70636,0.971,0.91716,0.93944,0.94659,0.52257,1.58297,0.67818,0.97703,0.0006338,0.0006338,0.0006338
71,365.447,1.59763,0.70905,0.97751,0.92207,0.93939,0.94882,0.53174,1.56074,0.67171,0.97288,0.000614,0.000614,0.000614
72,370.57,1.58537,0.70056,0.9665,0.91856,0.94129,0.94995,0.53394,1.54333,0.66229,0.96973,0.0005942,0.0005942,0.0005942
73,375.654,1.59143,0.69895,0.97025,0.91976,0.938,0.9537,0.53434,1.56062,0.65963,0.97017,0.0005744,0.0005744,0.0005744
74,380.759,1.57066,0.69141,0.96649,0.91875,0.94499,0.94839,0.5277,1.56216,0.66276,0.97533,0.0005546,0.0005546,0.0005546
75,385.882,1.56729,0.68994,0.9576,0.92125,0.94545,0.95728,0.53709,1.5435,0.65707,0.96912,0.0005348,0.0005348,0.0005348
76,391.005,1.54029,0.6819,0.9638,0.9189,0.94024,0.95303,0.54279,1.51826,0.65494,0.96364,0.000515,0.000515,0.000515
77,396.118,1.58948,0.69285,0.97012,0.92736,0.93893,0.95471,0.54686,1.51309,0.64615,0.96213,0.0004952,0.0004952,0.0004952
78,401.24,1.55778,0.67959,0.97107,0.9281,0.94359,0.95914,0.54756,1.53457,0.64214,0.96685,0.0004754,0.0004754,0.0004754
79,406.374,1.52888,0.67391,0.96516,0.92811,0.93893,0.95748,0.55345,1.50478,0.6397,0.96055,0.0004556,0.0004556,0.0004556
80,411.518,1.53646,0.67619,0.96233,0.92155,0.94195,0.95243,0.54502,1.51562,0.64669,0.96363,0.0004358,0.0004358,0.0004358
81,416.633,1.51657,0.67019,0.95328,0.91989,0.94825,0.95751,0.55247,1.50616,0.64137,0.95997,0.000416,0.000416,0.000416
82,421.755,1.54557,0.67602,0.96078,0.91863,0.94639,0.95745,0.54772,1.50576,0.64949,0.95863,0.0003962,0.0003962,0.0003962
83,426.857,1.56077,0.68977,0.9613,0.91946,0.9474,0.96031,0.55287,1.51498,0.65124,0.96084,0.0003764,0.0003764,0.0003764
84,431.953,1.4889,0.66322,0.95788,0.92777,0.94014,0.95477,0.56011,1.48564,0.62987,0.95784,0.0003566,0.0003566,0.0003566
85,437.054,1.48925,0.65912,0.94612,0.92416,0.94311,0.95602,0.55583,1.50034,0.64279,0.95843,0.0003368,0.0003368,0.0003368
86,442.135,1.50246,0.65987,0.95479,0.9247,0.95608,0.96372,0.56407,1.47164,0.63318,0.95315,0.000317,0.000317,0.000317
87,447.232,1.50197,0.66066,0.95445,0.9267,0.95245,0.96273,0.57163,1.45124,0.61979,0.9501,0.0002972,0.0002972,0.0002972
88,452.338,1.48417,0.66015,0.95086,0.9276,0.94685,0.96008,0.57464,1.44884,0.62417,0.94991,0.0002774,0.0002774,0.0002774
89,457.427,1.48326,0.65038,0.94185,0.92938,0.94732,0.96209,0.56654,1.47578,0.62897,0.95293,0.0002576,0.0002576,0.0002576
90,463.089,1.47593,0.65573,0.94523,0.92438,0.95338,0.96213,0.57465,1.44601,0.62394,0.94917,0.0002378,0.0002378,0.0002378
91,487.255,1.44981,0.64328,0.96175,0.92497,0.94831,0.95889,0.56436,1.45914,0.62722,0.9522,0.000218,0.000218,0.000218
92,491.869,1.41822,0.62219,0.95813,0.92295,0.9438,0.96053,0.56756,1.45756,0.62563,0.95106,0.0001982,0.0001982,0.0001982
93,496.428,1.38813,0.61208,0.95438,0.92627,0.94298,0.96215,0.57421,1.44554,0.62304,0.94825,0.0001784,0.0001784,0.0001784
94,501.976,1.39437,0.61077,0.96106,0.93054,0.94592,0.96731,0.58045,1.4268,0.61089,0.94369,0.0001586,0.0001586,0.0001586
95,507.324,1.37966,0.61038,0.94576,0.92966,0.9551,0.9676,0.58041,1.41589,0.61275,0.94203,0.0001388,0.0001388,0.0001388
96,511.953,1.35912,0.60343,0.94716,0.93156,0.95152,0.96464,0.58088,1.40978,0.60949,0.94172,0.000119,0.000119,0.000119
97,516.53,1.35075,0.60089,0.93993,0.92413,0.95399,0.9643,0.58101,1.41801,0.60684,0.94256,9.92e-05,9.92e-05,9.92e-05
98,521.115,1.35755,0.59863,0.94497,0.929,0.94918,0.96352,0.58764,1.40441,0.60773,0.93947,7.94e-05,7.94e-05,7.94e-05
99,525.711,1.3383,0.59555,0.93875,0.92994,0.95571,0.9661,0.59076,1.39453,0.60577,0.9385,5.96e-05,5.96e-05,5.96e-05
100,530.294,1.32273,0.59164,0.94622,0.92715,0.95521,0.96634,0.59204,1.39175,0.60369,0.93794,3.98e-05,3.98e-05,3.98e-05
